,公司名称,岗位名称,工资报酬,工作地点,职位福利,岗位职能
167,深圳三代人科技有限公司,大数据开发工程师,15k-25k,深圳,技术团队氛围好，千万级用户产品团队,"公司自研大数据产品，团队自驱力强，成长空间大。岗位职责1、负责公司各产品线数据收集、集成、传输、清洗、落地数仓；2、负责构建数据开发平台，高效支撑数据任务开发，赋能数据能力，保障数据质量；3、负责构建可靠的数据服务，支撑公司各产品数据功能和服务；4、负责编写相关的技术文档、单元测试，对产品质量负责; 岗位要求 1、本科及以上学历，计算机相关专业，3年以上实际的大数据业务开发经验，具备 SQL、Python、Scala 语言的开发能力；2、深入了解大数据计算平台架构和产品组件原理和应用场景，如 Spark, Hadoop, Hive, HBase,Impala,Flink3、熟悉数据仓库理论，数据仓库建模、ETL 设计开发，有数据质量与数据治理相关经验；4、良好的沟通表达能力和团队协作能力，对自己有较高的要求，有自驱力。"
168,卫盈联信息技术（深圳）有限公司,大数据开发工程师,12k-24k,深圳,核心团队，氛围融洽,1、数据集市、数据仓库架构设计与开发；2、数据研发规范制定、元数据管理，数据治理、数据质量监控，等数据管理工作；3、建立风控部门的数据主题，开发能够支持风控决策的价值数据和报表；4、ETL设计与开发。任职资格:1、本科及以上学历，计算机、统计学等相关专业、3年及以上大数据数仓工作经验；2、具有丰富的数据仓库模型设计经验，可独立设计模型，有完整的数仓项目模型设计经验；3、熟练掌握Airflow调度工具使用；4、熟悉Hadoop集群、精通SQL语言，精通Hive、Impala、Oracle、MySQL等主流数据库的操作；5、熟悉Shell，Python者优先；6、熟悉金融相关业务，有风控业务数据模型设计经验者优先；7、具有出色的数据敏感度，良好的沟通能力，善于发现问题并能够独立解决问题。
169,绿漫科技有限公司,数据开发工程师,15k-25k,杭州,发展空间大 福利待遇好 领导nice,"1.参与大数据平台的设计和开发工作；2.负责基于Hadoop/Spark生态系统的研发；3.负责推荐算法的实现；4.研究大数据技术领域最新进展；任职要求1.本科及以上学历，2年以上的大数据开发经验；2.精通Hadoop,Hbase，Spark,hive,sqoop等大数据技术，熟练掌握一种编程语言，如Scala，Java，R，Python等，熟悉Linux平台；3.熟练数据处理流程，数据建模,对数据与业务方面有足够的敏感性;4.精通大数据采集、处理、存储、查询相关技术;5.有大数据服务运维、性能调优经验，强烈的责任心，对技术充满热情，高效率，良好的沟通能力。"
170,广州希音供应链管理有限公司,测试工程师,15k-25k,南京,发展前景广阔 大牛云集,1、负责公司商城大数据后端核心接口以及相关系统的测试工作；2、参与需求评审，挖掘需求逻辑漏洞；3、制定测试计划和测试方案；4、编写测试用例并执行，提交bug，配合开发定位bug，并追踪bug，直至解决bug；5、控制项目的进度并保证产品的质量；6、编写测试报告，维护测试文档；7、配合测试开发维护接口自动化测试用例，提高接口自动化覆盖率；8、推动测试流程的改进。【岗位要求】1、211本科学历，计算机或通信相关专业；2、对测试行业感兴趣；3、熟悉软件测试理论，熟悉测试流程和测试用例设计；4、了解接口测试相关知识和工具；5、熟悉linux操作系统和数据库；6、至少熟悉一门编程语言；7、具有怀疑精神，善于发现和总结问题，并具有跟进问题，并推动解决问题的能力；8、具有较强的学习能力和执行力；9、具有良好的逻辑思维能力和沟通能力，有责任心，有团队精神；
171,北京瑞友科技股份有限公司,大数据开发工程师,15k-30k,上海,大型外企 无加班 发展空间大 技术前沿,关键职责包括创建可靠和高性能的大数据和分析解决方案，以支持全球范围内的业务增长。
172,上海引旅信息技术服务有限公司,大数据工程师,20k-30k,上海,大平台，发展空间大，团队nice，办公环境好,1、参与大数据集群维护（包含：离线、实时集群）2、参与大数据平台日常调度管理 和 作业监控3、参与数据平台的设计、数据产品研发 和 数据同步开发4、参与支持业务系统数据服务需求5、参与前沿技术调研和引进，提升工作效率任职要求：1、计算机相关专业，本科及以上学历；2、3年以上工作经验，1年以上大数据平台开发、维护经验；3、熟悉Hadoop生态圈 (如：hive、impala、hbase、sqoop、spark、kudu、kylin等等) ，知晓各个组件运行原理4、熟练使用ETL同步工具（如：kettle、dataX）5、熟悉各类关系型数据库（如：mysql、postgresql、oracle），有良好的sql优化能力，sql编写能力6、具备shell、python 等脚本编程能力7、有良好的JAVA语言编程基础，通过语言进行至少一个应用类项目开发，8、能够熟练调用生态圈各组件API接口9、了解实时计算引擎（如：Flink、Spark Streaming）10、有良好的代码编写规范
173,央视市场研究股份有限公司,大数据高级工程师,15k-30k,北京,发展前景远大,1、负责制定数据仓库平台技术体系架构、数据架构及标准规范；2、负责元数据管理、数据治理及数据质量管理的相关工作；3、独立负责数据仓库模块建设，以及数仓上下游对接工作；4、参与数据仓库ETL流程设计、开发和优化，解决ETL过程相关技术问题；5、参与项目规划，数据采集设计，数据仓库开发，模型开发；任职资格：1、5年及以上的数据仓库/BI相关研发经验，对数据和业务敏感，有较好的数据模型设计能力；2、参与过大型数据仓库架构设计、模型设计和ETL设计，具备海量数据处理、性能调优的经验；3、熟悉数据仓库各类模型建模理论，了解数据仓库数据分层架构，多维数据模型设计；4、熟练掌握并使用Hadoop/Spark/Hive/HBase/Impala/Mysql等相关的大数据平台组件、数据库组件；5、熟悉Kylin/Druid/Clickhouse等OLAP工具，熟悉业内主流BI产品；6、熟悉Cloudera CDH或者阿里云计算EMR等相关产品优先；7、有较强的编程能力和编程经验，至少熟悉Java/Scala/Python等其中一门编程语言；8、学习能力强，有团队观念，具备独立解决问题的能力；9、良好的沟通表达能力，善于总结归纳，用系统化思维解决问题；
174,马来西亚东南亚玩家商城股份有限公司成都代表处,大数据开发工程师,10k-18k,成都,"六险一金,带薪年假,周末双休,节日福利","1、负责大数据相关技术研究，为公司业务的安全、运营、推广提供数据和报表支持；2、负责对Google Analytics、Google Tag Manager、FireBase 数据进行采集和存储3、负责对公司B2C、C2C电商平台数据库进行同步存储到Google BigQuery4、基于Google BigQuery开发公司数据仓库和大数据平台，根据需求实现监控、分析、报表相关功能研发任职要求：1、计算机相关专业，本科以上学历；3-5年大数据开发经验；2、精通java/python/scala，良好的计算机编程素养；3、熟练Google BigQuery开发；4、熟悉elasticsearch使用，对es集群有一定的维护经验；5、熟悉linux，有丰富的shell脚本经验；6、熟练掌握mysql，有postgresql的使用经验优先；7、思路敏捷清晰,良好的表达能力和理解能力，并有一定学习和创新能力。8、有BI 项目开发经验者优先。"
175,广东蓝海启力教育科技有限公司,大数据运维工程师,14k-17k,广州,五险一金,1、负责公司大数据平台的部署、管理、优化、监控报警，保障平台服务7*24稳定可靠高效运行；2、深入理解公司大数据平台架构，发现并解决性能瓶颈，支撑业务和数据量的快速增长；3、开发大数据自动化运维、监控报警、故障处理相关脚本和工具；4、负责Hadoop/Spark/Flink/Kafka等集群服务、业务监控、持续交付、应急响应、容量规划等。任职要求：1、3年以上互联网运维相关工作经验，2年以上大数据平台运维相关工作经验；2、具备一定的故障排查能力，有良好的技术敏感度和风险识别能力，精通一门以上脚本语言(shell/python等)，熟悉Http/Https、TCP/IP、SMTP等协议；3、熟悉Linux(redhat/centos)软硬件环境、系统管理和优化，熟练部署、优化各种常用服务。熟练使用Linux 命令和常用的ssh、ftp、git、maven等开发工具；4、熟悉Hadoop大数据生态圈，包括但不限于CDH/HDP/HDFS/YARN/Hive/Hbase/Kafka/zookeeper/Spark/Presto/Kylin/Elasticsearch/kibana/MySQL/Oracle等；5、熟悉Hadoop各组件的原理和实现，有实际部署维护、管理( 包括元数据管理)及优化经验。并拥有持续调优能力，运维管理过大规模数据平台；6、熟悉掌握常用的安全协议和组件服务，对hadoop各组件的权限、安全、kerberos、ranger进行配置管理。熟悉SSL、ACL、kerberos等在大数据环境场景的使用；7、熟悉常用运维监控工具（nagios/ganglia/zabbix/grafana/prometheus等）和相关插件的开发。比如邮件、短信、微信报警插件等；8、熟悉常用nginx／haproxy/varnish/netscaler等代理工具的使用和优化；9、具备良好的服务意识，善于主动思考，自我驱动力强。有良好的沟通、协调能力，富有团队精神，有较强的文档编写能力；10、有大数据开发经验和阅读源码能力者优先。
176,深圳市博悦科创科技有限公司,大数据开发工程师,12k-17k,深圳,五险一金，下午茶，双休,1、熟悉Hadoop、数据仓库理论；2、熟练使用关系数据库，如Oracle，PostgreSQL等; 3、熟练使用Shell、Hql、具备一定的性能调优能力;4、熟练使用至少一种编程语言Java、Python、Scala语言; 5、具备良好的设计和编码规范; 6、具备良好的沟通能力、高度的责任心和团队合作精神; 7、具备良好的抗压、分析和解决问题能力。
